TESTO,EMOZIONI
"Sei bellissimo, amo tanto questa bellissima canzone, sei il n 1 riki ❤❤❤",LOVE
Sei bellissimo.. Sposamiiii❤️❤️❤️❤️,LOVE
Sei fantastico mi mancava la tua voce.C'è una persona molto importante per me ma non capisce che ci tengo a lui e lo amo e sono da quasi 6 anni che gli dico ti amo,LOVE
Sei fantastico riki nn mi deludi mai ieri mi hai fatto emozionare ♥️ bravissimo sei il migliore,LOVE
"Sei speciale. Ieri sera mi hai fatto piangere,avevo i brividi. Questa canzone è bellissima,in tutti i suoi particolari. Hai spaccato di brutto,davvero.♥️",LOVE - SENTIMENTALITY
Sei stato bravissimo secondo me Qualcosa non torna nella classifica di Sanremo,TRUST - DISAPPOINTMENT
Sei un campione❤,LOVE
Sei unico e amo sta canzone❤️,LOVE
Sempre bellissimo.. Canzone meravigliosa ❤️,LOVE
"Sono rimasta male, quando tu sei arrivato ultimo perché tu sei stato molto bravo.",TRUST - DISAPPOINTMENT
"Stupenda come sempre... non deludi mai Ric ❤ Continua cosi, senza farti ostacolare da niente e nessuno ❤",LOVE
Stupendaa Hai spaccato ieri sei fantastico sono orgogliosa di te ❤️❤️ti amo ❤️❤️e ieri ho pianto tutto il tempo sentirti cantare è sempre un emozione enorme ❤️ti voglio bene Idolo Mio ❤️❤️,LOVE
Tra le più belle che ho sentito fino ad ora,TRUST
Trattieni i respiri e li aggiusti in fiato❤,LOVE
Ultima questa canzone ... ma stiamo scherzando???,TRUST - ANGER
una canzone che ti prende la testa e colpisce il cuore BRAVISSIMO,TRUST
Una parola:emozione,LOVE
"Una volta che ne parlo bene, gli altri lo criticano... Meritava una posizione migliore a Sanremo 2020!",TRUST - DISAPPOINTMENT
"Vedevo le tue mani tremare, tremavo anche io. Il posto in classifica poco conta, per noi hai già vinto tutto.❤️",LOVE
Ricordati che anche se la classifica non é andata come volevi la canzone spaccherà tutto perché merita❤,LOVE
Dovevi vincere Riki❤❤non ti preoccupare ❤ vinceremo ancora,LOVE - OPTIMISM
Non ci hai mai deluso...sei il migliore ric❤️,LOVE
Ma come fa al 11esimo posto sta canzone! Cioè quel idiota di achille sta più in alto! Vb aveva ragione ultimo la classifica di Sanremo è truccata!,TRUST - ANGER
La canzone è una bomba. Complimenti,LOVE
l'ultimo osto non lo meritavi... ma ti rifarai fuori da sanremo. complimenti per la dolcezza che esprimi sempre nelle tue canzoni... <3,LOVE
La Canzone e bellissima e il video e bellissimo e tu Riki sei bellissimo buona fortuna per Sanremo ciao,TRUST
Meraviglia come al solito Sanremo si rivela quello che è......meritava di più questa canzone grande riki,TRUST - SADNESS
Il gesto che ha fatto è stato un gesto che nessuna persona avrebbe fatto! Meritavi qualcosa di più.,TRUST - DISAPPOINTMENT
"Sanremo classica mafia mediatica paraculati senza storia,falliti che si definiscono cantanti, il classico palcoscenico della sinistra. LE PERSONE COME TE NON DEVONO MOLLARE!!! GRANDISSIMA CANZONE",TRUST - ANGER
"Bel pezzo davvero, complimenti",LOVE
"Ci sono due modi di lasciare le proprie tracce: Camminando o calpestando. È una questione di scelte. Se le tue illusioni si spezzano, se il negativo è continuativo e se tutto ciò è alla base di un lamento allora Risvegliati e muoviti che le cose possono realmente cambiare.. e se non cambiano è perché il motivo non era una motivazione (e non sono sinonimi) Per la canzone: bella comunque..",TRUST
"io super innamorata della tua voce che tremava e dei tuoi occhioni lucidi 🥰❤️ la canzone è bellissima, complimenti veramente, sei riuscito a farmi emozionare !",LOVE
"Non mi sei mai piaciuto, ma devo ammettere che hai tirato fuori un pezzo Bellissimo. Tra le mie preferenze del festival. Bravo Riccardo",TRUST - SURPRISE
Bellissima canzone,TRUST
Dopo la tua esibizione continuavo a tremare,SENTIMENTALITY
"Non capisco quelli che lo criticano... Lui è bravissimo lo seguo dai tempi di Amici e questa canzone è davvero piena di significato, BRAVO RIKI",TRUST - DISAPPOINTMENT
È una canzone molto bella caro riky e tu emozioni sempre ma non mi sembra una canzone x il festival che non guardo😄ma ti seguo su Youtube,TRUST - SENTIMENTALITY
"Più la ascolto, più me ne innamoro, forza Riki💪♥️, stai spaccando💯💕",LOVE
Mettete 9000 mi piace,DELIGHT
Tutti con dei pregiudizi su di te. Ovviamente le persone più talentuose e umili ci rimettono sempre. A Sanremo si sapeva già chi avrebbe vinto dall'inizio...Tu non ti arrendere continua la tua strada perché la tua musica arriva dritta al cuore e pensa a Vasco che arrivò ultimo...Non mollare mai quel microfono perché di ragazzi bravi come te ce ne sono pochi purtroppo ❤,LOVE - DISAPPOINTMENT
Un'emozione unica ❤️ L' ADORO,LOVE - SENTIMENTALITY
"Podio forse sarebbe stato esagerato, ma ultimo mi sembra esagerato comunque...",SURPRISE
"Sto tremando e ho i brividi, amore come sempre hai spaccato❤️ ❤️",LOVE - SENTIMENTALITY
E fu cosi che piansi di nuovo...❤,LOVE - SENTIMENTALITY
Secondo me non meritava per niente l’ultimo posto,TRUST - DISAPPOINTMENT
Ma poi perché ultima?? È bellissima❤️❤️❤️,LOVE - DISAPPOINTMENT
"Wow, è stupenda.",TRUST - DELIGHT
"Riki è una canzone bellissima,mi sono venute le lacrime agli occhi...ti adoro ❤️",LOVE - SENTIMENTALITY
"Pezzo bellissimo. Lo ascolto e riascolto.. non ci avrei scommesso na lira. Uno dei migliori. Certo qualche euro in più per un video ci stava, ma capisco il senso del video sottotitolato.",TRUST - SURPRISE
Spesso è alla lunga che si vede il vero vincitore di Sanremo. Questa è una di quelle,TRUST
❤ grande Rikiiiii ❤ che emozioni che da questo pezzo ❤,LOVE - SENTIMENTALITY
Una goccia di talento in un oceano di vanità. Canzone banale e noiosa. Persino la Pavone era più 'avanti'!,DISGUST
Ti ho voluto bene dopo amici ti voglio bene ora e ti vorrò sempre bene,LOVE
Questo pezzo è bellissimo se osse stato per me avrebbe vinto sanremo ❤,LOVE
"Top 5 personale: Gabbani, Riki, Bugo&Morgan, Elettra, Achille Lauro.",LOVE
Grande rikii video semplice a primo impatto ma è proprio d impatto in realtà bellissim💣,TRUST
"Non ti meritavi assolutamente il fondo della classifica a Sanremo, ma tranquillo che sarai in cima alle classifiche delle vendite come sempre❤",LOVE - DISAPPOINTMENT
Doveva vincere questa canzone.....é bellissima!!!!,TRUST - DISAPPOINTMENT
il mio orgoglio.❤,LOVE
Che bella Riki è dolcissima da brividi ... grande Rikiiiii come sempre ❤ ✌,LOVE
"Sei stato bravissimo a Sanremo, io ti avrei messo al primo posto ♥️♥️♥️",LOVE
"È una canzone magnifica,sono fiera di te,e so che adesso sei tornato, più forte di prima, e per restare.",LOVE
"Bella canzone,bella presenza...ultimo posto immeritatissimo",TRUST - DISAPPOINTMENT
La classifica è ingiusta,DISAPPOINTMENT
Veramente bella... brividi...,SENTIMENTALITY
Mi fai sempre emozionare.Sei bravissimo ❤,LOVE - SENTIMENTALITY
"Questa canzone e gia entrata in testa,e stupende,Grazie sei grande. ciao dalla Germania",TRUST
Questa canzone meritava molto di più ma l’importante è aver fatto emozionare le persone e tu ci sei riuscito ❤️,LOVE - DISAPPOINTMENT
Mi fai sempre piangere con le tue canzoni ❤️,LOVE - SENTIMENTALITY
Grande Riki Sempre Bravissimo,TRUST
L’importante non è vincere ma emozionarsi,SENTIMENTALITY
Ha una voce in questa melodia fastidiosamente orecchiabile,TRUST - DISGUST
"Canzone molto bella, non si meritava l'ultimo posto",TRUST - DISAPPOINTMENT
Bellissima voce,TRUST
Canzone bellissima ❤. Tifo per te Riki,LOVE
Bellissima canzone amoreee,TRUST
"Ogni giorno che passa l'amore e l'orgoglio che provo per te aumentano sempre di più, tu sei semplicemente indescrivibile, a Sanremo hai spaccato come sempre, la mano tremolante che parla di te e che da sempre è segno, i tuoi occhi lucidi pieni di magia, la magia che crei, tu sei qualcosa di troppo bello per essere vero, e non bello di bellezza estetica, parlo di ogni minima cosa, tu sei 'bellezza'.",LOVE
"sono ancora basito da Sanremo, ti ascolto da un sacco perché le tue canzoni mi fanno emozionare e mi piace tantissimo la tua voce. Sei un po' il mio esempio di vita.. Non capisco come la giuria di Sanremo, le persone, non abbiano voluto farti vincere.. Io sono sempre qui ad ascoltarti perché le tue canzoni, solo una tua parola, mi strappano un sorriso, come a Sanremo; non ho mai smesso di tifare per te. Grande riki❤",LOVE - DISAPPOINTMENT
"Metti LIKE se merita il podio a Sanremo! ❤ Edit: Un po' lo immaginavo ma è stato sommerso di pregiudizi, Riccardo ha un suo stile e lo seguo fin dai casting di amici e sicuramente il suo bel faccino che inizialmente lo avrà sicuramente aiutato, in questo tipo di manifestazioni lo ha penalizzato, ma io son sicuro che tra tutte quelle persone che hanno parlato male sicuramente qualcuno che si è ricreduto c'è e questa è la vera cosa che conta, l'ultimo posto poco conta, chi è la demoscopica? Ancora devo capirlo... Il bello arriva tra 9 giorni, il 20 marzo esce il nuovo album e sarà, ne sono sicuro, la continuazione del successo che hai avuto e che meriti di continuare ad avere per l'artista che se e che non tutti hanno saputo capire e apprezzare. SPACCA TUTTO RIKI!",TRUST - DISAPPOINTMENT
"Gran bel pezzo, bravissimo Riccardo",TRUST
Brividi...il ritornello e un continuo piangere. Bravo Ric.,TRUST - SENTIMENTALITY
"Mi piace molto Riki e bello e bravo, le canzoni, sue sono tutte bellissime",TRUST
È una cazone bellissia e tu ai una foce fantastica❤❤❤❤❤❤❤❤❤❤❤,LOVE
Sarebbe stata meglio senza l'effetto robotico... Ha una bella voce dovrebbe valorizzarla,TRUST - DISAPPOINTMENT
Emozionante amore mio comunque sia andato tutto amore sei stata eccezionale ho sempre tifato per te ❤️,LOVE - SENTIMENTALITY
Adoro è bellissima é meravigliosa ti voglio bene mi manchi tanto ❤,LOVE - SENTIMENTALITY
Stupenda la canzone ❤️,TRUST
deve vincere lui Riccardo sei stupendo bravissimo tutte sue canzoni sono stupende emozionano,TRUST
"Troppo carino questo ragazzo, dovrebbe essere tutta così la generazione di oggi ,non come certi....",TRUST - DISAPPOINTMENT
la tua canzone mi fa commuevere peccato che sei arrivato ultimo,TRUST - DISAPPOINTMENT
Like chi adora riki,LOVE
Non è da ultimo posto,TRUST - DISAPPOINTMENT
buondì e dipendenza fu aldilà del risultato sanremese ieri sera hai fatto un figurone compà,TRUST
Meritavi di più,TRUST - DISAPPOINTMENT
"Una canzone bellissima, più l'ascolto e più mi emoziona non meritava assolutamente l'ultimo posto, l'importante è arrivare al cuore,bravissimo Riki",TRUST - DISAPPOINTMENT
Secondo me questa canzone merita molto di più di altre,TRUST
"Bellissima, veramente bellissima ❤️",TRUST
"È davvero stupenda, ieri sei stato bravissimo, non importa ciò che pensano gli altri, a me ha emozionato tanto. ❤️",LOVE - SENTIMENTALITY
sta canzone meritava molto di più,TRUST - DISAPPOINTMENT
Bellissima canzone. Non capisco proprio come ha fatto ad arrivare ultima a Sanremo....mistero!!,TRUST - DISAPPOINTMENT
"Stupenda...dolcissima come anche la tua voce..non badare alla classifica, le classifiche non contano se tocchi il cuore della gente",TRUST
Esiste Achille lauro e riki arriva ultimo? Dietro elettra Lamborghini?,DISAPPOINTMENT
X me ha vinto lui❤️ Grande Riki!!,LOVE
Questa canzone non merita l'ultimo posto È troppo bella ♥️,LOVE
"Ha ragione lui c'è troppa avidità ,egoismo ed ignoranza in giro",DISGUST
Quando ti ho visto a Sanremo ero molto contenta e sentirti cantare mi ha fatto venire mille emozioni e mille brividi. Inoltre vedere le tue mani tremare mi ha fatto venire la pelle d'oca. Non importa se la canzone è arrivata ultima perché per noi Rikers tu e la tua canzone avete vinto.❤️,LOVE
"Bravissimo, bravo!",TRUST
Più l’ascolto e più mi piace! Sicuramente merita una buona posizione anche al festival!,DELIGHT
Se mettete a velocità X2 la canzone è carina. A velocità normale è la classica cantilena.,TRUST - DISGUST
"Canzone emozionante.... Ma verrà apprezzata man mano come succede ai grandi talenti , Riki è uno di questi. Ma poi chi le ha mai capite le giurie ??.",SENTIMENTALITY - ANGER
La piu' bellaaaaaaaaaaa del Festival ✌,TRUST
Emozione pura❤️,LOVE - SENTIMENTALITY
COME HA FATTO AD ARRIVARE ULTIMO STO CAPOLAVORO,TRUST - DISAPPOINTMENT
Sei il mio tutto.,LOVE
SUPER BELLA!,TRUST
Bellissima bravo continua così,TRUST
"Gli anni passano ma i pregiudizi a sanremo nn finiscono..Canzone bella,intensa cantata da un riki obiettivamente cresciuto.. Non gli verrà facile scrollarsi da dosso la nomea del bello uscito da un talent..in bocca al lupo cucciolo",TRUST
Peccato che quest'anno i duetti erano sulle cover storiche e non sulle canzoni in gara: secondo me togliendo effetti artificiali e giocando su un adattamento che preveda giochi di voce maschile e femminile sarebbe stato una bomba . Il testo ti penetra il cuore e te lo lacera pur descrivendo minuziosamente con poche scalpellate una delle fasi più brutte che l'amore attraversa e che tutti prima o poi provano. Grazie per questa canzone.,TRUST - SENTIMENTALITY
"Chi ama Riki metta like, lo amooo❤️❤️",LOVE
Questa canzone mi è arrivata dritta al cuore. Ti voglio un mondo di bene sei veramente speciale non vedo ľora di rivederti❤❤,LOVE
Attenzione!!!!!! Questa canzone provoca dipendenza patologica(talmente è bella)ed è peggio della droga mettete un Like se questa canzone è bellissima,LOVE
"E c’è chi dice che questa canzone è sopravvalutata. Una canzone d’amore completamente diversa dalle altre, semplice ma intensa, con una melodia sublime. Ci vuole coraggio per parlarne in negativo. Gabbani è uno di quelli che nei cambiamenti rimane sempre sé stesso. Chapeau",LOVE
Sei un cantante favoloso GRANDE canzone MERAVIGLIOSA,LOVE
dovevi vincere te a sarremo,TRUST - DISAPPOINTMENT
Emozioni 100%canzone stupenda Francesco sei mitico,TRUST - SENTIMENTALITY
"Io ho una certa età (più o meno settanta) ed ascolto musica soprattutto classica. Dico grazie a Gabbani perché questa è musica che piacerà per sempre, anche fra secoli.",TRUST
"Bellissima canzone. Da quando la ascolto mi sono reso conto che la forza, per andare avanti, me la sta dando mia moglie e... viceversa.",TRUST
"Complimenti per la semplicità e la profondità!!!! Testo genuino che arriva tutto ed emoziona piacevolmente. Splendida interpretazione, una mimica ed una gestualità teatrale. Che dire....grande Artista!!!",TRUST - SENTIMENTALITY
E troppo bella la canzone viceversa io la sto sentendo da tutto il giorno,LOVE
Meravigliato..nn me lo aspettavo... Bellissima,TRUST - SURPRISE
Sei un fenomeno France♥️,LOVE
"e poi c'è chi pensava che dopo occidentali's karma sarebbe sparito... alla faccia delle invidiosi.... che pezzo ragazzi, che pezzo. e il video poi? Gabbani sei un vero ARTISTA. saluti dal Brasile",LOVE
TVB FRANCESCO GABANIIIIII TI VOGLIO UNO ZUNAMI DI BENE,LOVE
Sarò ripetitiva ma è stupendo e affascinante....e un interprete perfetto.....beata la sua donna.....cmq almeno una volta al giorno ascolto questa canzone e lo guardo x stare meglio... grandeeee....Mary (gorgonzola),LOVE
7082 invidiosi,ANGER
Ha anche delle doti di recitazione,SURPRISE
"Forse mi sbaglierò, ma con la sua espressività potrebbe provare a ricoprire qualche ruolo in un film..",TRUST
